id symbol chr strand nprots ntrans SV WT WT_prots SV_prots min_skipped_exon max_skipped_exon min_skipped_bases max_skipped_bases
8803 ENSG00000187240.13 DYNC2H1 chr11 + 5 9 103134420:103435943 103134420:103135495|103135635:103135720|103135949:103143268|103143396:103147772|103147888:103148490|103148618:103152136|103152286:103153303|103153509:103154451|103154607:103154695|103154810:103155331|103155502:103156388|103156771:103158677|103158810:103158910|103159028:103160932|103161045:103163028|103163148:103165898|103166049:103168755|103168961:103170108|103170291:103170886|103171069:103173082|103173306:103174055|103174171:103176235|103176435:103177556|103177821:103179026|103179234:103181757|103181887:103184896|103185052:103186242|103186502:103187340|103187587:103188497|103188649:103189672|103189817:103191517|103191620:103192097|103192265:103197933|103198064:103199228|103199477:103200046|103200155:103203663|103203777:103204822|103204965:103209876|103209961:103211789|103211944:103215721|103215859:103219915|103220029:103220623|103220784:103222030|103222154:103222965|103223087:103231260|103231347:103234034|103234161:103235672|103235814:103236430|103236540:103243693|103243792:103245251|103245375:103253285|103253449:103255415|103255535:103256106|103256241:103257608|103257752:103259888|103259978:103280348|103280414:103282179|103282230:103283008|103283086:103286255|103286387:103287533|103287606:103303093|103303254:103304595|103304721:103307721|103307832:103311878|103312034:103316545|103316621:103321029|103321238:103323886|103323991:103358243|103358360:103399663|103399873:103435943|103236540:103241527|103241548:103243693 ENSP00000364887.2|ENSP00000381167.3 ENSP00000334021.7 69 70 10161 10182
31547 ENSG00000187240 DYNC2H1 11 + 6 0 103005149:103306671 103005149:103006224|103006364:103006449|103006678:103013997|103014125:103018501|103018617:103019219|103019347:103022865|103023015:103024032|103024238:103025180|103025336:103025424|103025539:103026060|103026231:103027117|103027500:103029406|103029539:103029639|103029757:103031661|103031774:103033757|103033877:103036627|103036778:103039484|103039690:103040837|103041020:103041615|103041798:103043811|103044035:103044784|103044900:103046964|103047164:103048285|103048550:103049755|103049963:103052486|103052616:103055625|103055781:103056971|103057231:103058069|103058316:103059226|103059378:103060401|103060546:103062246|103062349:103062826|103062994:103068662|103068793:103069957|103070206:103070775|103070884:103074392|103074506:103075551|103075694:103080605|103080690:103082518|103082673:103086450|103086588:103090644|103090758:103091352|103091513:103092759|103092883:103093694|103093816:103101989|103102076:103104763|103104890:103106401|103106543:103107159|103107269:103114422|103114521:103115980|103116104:103124014|103124178:103126144|103126264:103126835|103126970:103128337|103128481:103130617|103130707:103151077|103151143:103152908|103152959:103153737|103153815:103156984|103157116:103158262|103158335:103173822|103173983:103175324|103175450:103178450|103178561:103182607|103182763:103187274|103187350:103191758|103191967:103194614|103194719:103228971|103229088:103270391|103270601:103306671|103107269:103112256|103112277:103114422 ENSP00000364887|ENSP00000381167 ENSP00000334021 69 70 10161 10182
41385 ENSG00000187240 DYNC2H1 11 + 5 5 103005149:103306671 103005149:103006224|103006364:103006449|103006678:103013997|103014125:103018501|103018617:103019219|103019347:103022865|103023015:103024032|103024238:103025180|103025336:103025424|103025539:103026060|103026231:103027117|103027500:103029406|103029539:103029639|103029757:103031661|103031774:103033757|103033877:103036627|103036778:103039484|103039690:103040837|103041020:103041615|103041798:103043811|103044035:103044784|103044900:103046964|103047164:103048285|103048550:103049755|103049963:103052486|103052616:103055625|103055781:103056971|103057231:103058069|103058316:103059226|103059378:103060401|103060546:103062246|103062349:103062826|103062994:103068662|103068793:103069957|103070206:103070775|103070884:103074392|103074506:103075551|103075694:103080605|103080690:103082518|103082673:103086450|103086588:103090644|103090758:103091352|103091513:103092759|103092883:103093694|103093816:103101989|103102076:103104763|103104890:103106401|103106543:103107159|103107269:103114422|103114521:103115980|103116104:103124014|103124178:103126144|103126264:103126835|103126970:103128337|103128481:103130617|103130707:103151077|103151143:103152908|103152959:103153737|103153815:103156984|103157116:103158262|103158335:103173822|103173983:103175324|103175450:103178450|103178561:103182607|103182763:103187274|103187350:103191758|103191967:103194614|103194719:103228971|103229088:103270391|103270601:103306671|103107269:103112256|103112277:103114422 ENSP00000364887|ENSP00000381167 ENSP00000334021 69 70 10161 10182
50305 ENSG00000271425 NBPF10 1 - 7 7 146066562:146122283 146066562:146067180|146067289:146068003|146068176:146068772|146068824:146069543|146069716:146070324|146070433:146071147|146071320:146071968|146072020:146072729|146072902:146073500|146073552:146074271|146074444:146075046|146075155:146075869|146076042:146076706|146076758:146077467|146077640:146078236|146078288:146079007|146079180:146079782|146079891:146080605|146080778:146081436|146081488:146082197|146082370:146082966|146083018:146083737|146083910:146084518|146084627:146085341|146085514:146086164|146086216:146086924|146087097:146087693|146087745:146088464|146088637:146089239|146089348:146090062|146090235:146090881|146090933:146091642|146091815:146092411|146092463:146093182|146093355:146093957|146094066:146094780|146094953:146095603|146095655:146096364|146096537:146097133|146097185:146097904|146098077:146098679|146098788:146099502|146099675:146100325|146100377:146101086|146101259:146101855|146101907:146102626|146102799:146103401|146103510:146104224|146104397:146105043|146105095:146105804|146105977:146106573|146106625:146107344|146107517:146108119|146108228:146108942|146109115:146109751|146109803:146110512|146110685:146111281|146111333:146112054|146112227:146112829|146112938:146113652|146113825:146114469|146114521:146115230|146115403:146115999|146116051:146116772|146116945:146117547|146117656:146118370|146118543:146119195|146119247:146119956|146120129:146120725|146120777:146121498|146121671:146122283 ENSP00000463957 ENSP00000482792 70 70 8559 8559
58153 ENSG00000187240 DYNC2H1 11 + 5 9 103134420:103435943 103134420:103135495|103135635:103135720|103135949:103143268|103143396:103147772|103147888:103148490|103148618:103152136|103152286:103153303|103153509:103154451|103154607:103154695|103154810:103155331|103155502:103156388|103156771:103158677|103158810:103158910|103159028:103160932|103161045:103163028|103163148:103165898|103166049:103168755|103168961:103170108|103170291:103170886|103171069:103173082|103173306:103174055|103174171:103176235|103176435:103177556|103177821:103179026|103179234:103181757|103181887:103184896|103185052:103186242|103186502:103187340|103187587:103188497|103188649:103189672|103189817:103191517|103191620:103192097|103192265:103197933|103198064:103199228|103199477:103200046|103200155:103203663|103203777:103204822|103204965:103209876|103209961:103211789|103211944:103215721|103215859:103219915|103220029:103220623|103220784:103222030|103222154:103222965|103223087:103231260|103231347:103234034|103234161:103235672|103235814:103236430|103236540:103243693|103243792:103245251|103245375:103253285|103253449:103255415|103255535:103256106|103256241:103257608|103257752:103259888|103259978:103280348|103280414:103282179|103282230:103283008|103283086:103286255|103286387:103287533|103287606:103303093|103303254:103304595|103304721:103307721|103307832:103311878|103312034:103316545|103316621:103321029|103321238:103323886|103323991:103358243|103358360:103399663|103399873:103435943|103236540:103241527|103241548:103243693 ENSP00000364887|ENSP00000381167 ENSP00000334021 69 70 10161 10182
74195 ENSG00000187240 DYNC2H1 11 + 5 9 103134420:103435943 103134420:103135495|103135635:103135720|103135949:103143268|103143396:103147772|103147888:103148490|103148618:103152136|103152286:103153303|103153509:103154451|103154607:103154695|103154810:103155331|103155502:103156388|103156771:103158677|103158810:103158910|103159028:103160932|103161045:103163028|103163148:103165898|103166049:103168755|103168961:103170108|103170291:103170886|103171069:103173082|103173306:103174055|103174171:103176235|103176435:103177556|103177821:103179026|103179234:103181757|103181887:103184896|103185052:103186242|103186502:103187340|103187587:103188497|103188649:103189672|103189817:103191517|103191620:103192097|103192265:103197933|103198064:103199228|103199477:103200046|103200155:103203663|103203777:103204822|103204965:103209876|103209961:103211789|103211944:103215721|103215859:103219915|103220029:103220623|103220784:103222030|103222154:103222965|103223087:103231260|103231347:103234034|103234161:103235672|103235814:103236430|103236540:103243693|103243792:103245251|103245375:103253285|103253449:103255415|103255535:103256106|103256241:103257608|103257752:103259888|103259978:103280348|103280414:103282179|103282230:103283008|103283086:103286255|103286387:103287533|103287606:103303093|103303254:103304595|103304721:103307721|103307832:103311878|103312034:103316545|103316621:103321029|103321238:103323886|103323991:103358243|103358360:103399663|103399873:103435943|103236540:103241527|103241548:103243693 ENSP00000364887|ENSP00000381167 ENSP00000334021 69 70 10161 10182
798 ENSG00000271425.6 NBPF10 chr1 - 7 7 146066562:146120725 146066562:146067180|146067289:146068003|146068176:146068772|146068824:146069543|146069716:146070324|146070433:146071147|146071320:146071968|146072020:146072729|146072902:146073500|146073552:146074271|146074444:146075046|146075155:146075869|146076042:146076706|146076758:146077467|146077640:146078236|146078288:146079007|146079180:146079782|146079891:146080605|146080778:146081436|146081488:146082197|146082370:146082966|146083018:146083737|146083910:146084518|146084627:146085341|146085514:146086164|146086216:146086924|146087097:146087693|146087745:146088464|146088637:146089239|146089348:146090062|146090235:146090881|146090933:146091642|146091815:146092411|146092463:146093182|146093355:146093957|146094066:146094780|146094953:146095603|146095655:146096364|146096537:146097133|146097185:146097904|146098077:146098679|146098788:146099502|146099675:146100325|146100377:146101086|146101259:146101855|146101907:146102626|146102799:146103401|146103510:146104224|146104397:146105043|146105095:146105804|146105977:146106573|146106625:146107344|146107517:146108119|146108228:146108942|146109115:146109751|146109803:146110512|146110685:146111281|146111333:146112054|146112227:146112829|146112938:146113652|146113825:146114469|146114521:146115230|146115403:146115999|146116051:146116772|146116945:146117547|146117656:146118370|146118543:146119195|146119247:146119956|146120129:146120725 ENSP00000463957.6 ENSP00000477670.1 68 68 8334 8334
50311 ENSG00000271425 NBPF10 1 - 7 7 146066562:146120725 146066562:146067180|146067289:146068003|146068176:146068772|146068824:146069543|146069716:146070324|146070433:146071147|146071320:146071968|146072020:146072729|146072902:146073500|146073552:146074271|146074444:146075046|146075155:146075869|146076042:146076706|146076758:146077467|146077640:146078236|146078288:146079007|146079180:146079782|146079891:146080605|146080778:146081436|146081488:146082197|146082370:146082966|146083018:146083737|146083910:146084518|146084627:146085341|146085514:146086164|146086216:146086924|146087097:146087693|146087745:146088464|146088637:146089239|146089348:146090062|146090235:146090881|146090933:146091642|146091815:146092411|146092463:146093182|146093355:146093957|146094066:146094780|146094953:146095603|146095655:146096364|146096537:146097133|146097185:146097904|146098077:146098679|146098788:146099502|146099675:146100325|146100377:146101086|146101259:146101855|146101907:146102626|146102799:146103401|146103510:146104224|146104397:146105043|146105095:146105804|146105977:146106573|146106625:146107344|146107517:146108119|146108228:146108942|146109115:146109751|146109803:146110512|146110685:146111281|146111333:146112054|146112227:146112829|146112938:146113652|146113825:146114469|146114521:146115230|146115403:146115999|146116051:146116772|146116945:146117547|146117656:146118370|146118543:146119195|146119247:146119956|146120129:146120725 ENSP00000463957 ENSP00000477670 68 68 8334 8334
2236 ENSG00000155657.25 TTN chr2 - 13 14 178642318:178673633 178642318:178644548|178644617:178645920|178646031:178649817|178649895:178650164|178650272:178650751|178650835:178651243|178651321:178651453|178651537:178651666|178651750:178651884|178651968:178652096|178652180:178652264|178652348:178652458|178652542:178654745|178654829:178654912|178654996:178658705|178658795:178670218|178670296:178671090|178671171:178671971|178672268:178672407|178672482:178672635|178672704:178673633|178646031:178646485|178646560:178647064|178647145:178647381|178647465:178649248|178649332:178649554|178649632:178649817|178652542:178652653|178652737:178652848|178652932:178653041|178653125:178653238|178653322:178653427|178653508:178653621|178653702:178653817|178653898:178654012|178654096:178654208|178654292:178654445|178654535:178654745|178654996:178657498|178657582:178657687|178657768:178657881|178657962:178658077|178658158:178658272|178658356:178658468|178658552:178658705|178658795:178659005|178659089:178659172|178659256:178661759|178661843:178661948|178662029:178662142|178662223:178662338|178662419:178662533|178662617:178662729|178662813:178662966|178663056:178663266|178663350:178663433|178663517:178663627|178663711:178663819|178663903:178664015|178664099:178664460|178664538:178664654|178664738:178664852|178664927:178665377|178665461:178665708|178665792:178666824|178666902:178667236|178667320:178667442|178667526:178667638|178667722:178669373|178669448:178669592|178669676:178670218|178652542:178659005|178659256:178662966|178663056:178670218 ENSP00000465570.1|ENSP00000467141.1|ENSP00000343764.6 ENSP00000401501.1 20 66 1890 5691
34294 ENSG00000155657 TTN 2 - 14 14 179507045:179538360 179507045:179509275|179509344:179510647|179510758:179511212|179511287:179511791|179511872:179512108|179512192:179513975|179514059:179514281|179514359:179514544|179514622:179514891|179514999:179515478|179515562:179515970|179516048:179516180|179516264:179516393|179516477:179516611|179516695:179516823|179516907:179516991|179517075:179517185|179517269:179517380|179517464:179517575|179517659:179517768|179517852:179517965|179518049:179518154|179518235:179518348|179518429:179518544|179518625:179518739|179518823:179518935|179519019:179519172|179519262:179519472|179519556:179519639|179519723:179522225|179522309:179522414|179522495:179522608|179522689:179522804|179522885:179522999|179523083:179523195|179523279:179523432|179523522:179523732|179523816:179523899|179523983:179526486|179526570:179526675|179526756:179526869|179526950:179527065|179527146:179527260|179527344:179527456|179527540:179527693|179527783:179527993|179528077:179528160|179528244:179528354|179528438:179528546|179528630:179528742|179528826:179529187|179529265:179529381|179529465:179529579|179529654:179530104|179530188:179530435|179530519:179531551|179531629:179531963|179532047:179532169|179532253:179532365|179532449:179534100|179534175:179534319|179534403:179534945|179535023:179535817|179535898:179536698|179536995:179537134|179537209:179537362|179537431:179538360|179510758:179514544|179517269:179523732|179523983:179527693|179527783:179534945|179517269:179519472|179519723:179523432|179523522:179534945 ENSP00000467141|ENSP00000343764|ENSP00000465570 ENSP00000401501 20 66 1890 5691
51739 ENSG00000155657 TTN 2 - 13 14 178642318:178673633 178642318:178644548|178644617:178645920|178646031:178646485|178646560:178647064|178647145:178647381|178647465:178649248|178649332:178649554|178649632:178649817|178649895:178650164|178650272:178650751|178650835:178651243|178651321:178651453|178651537:178651666|178651750:178651884|178651968:178652096|178652180:178652264|178652348:178652458|178652542:178652653|178652737:178652848|178652932:178653041|178653125:178653238|178653322:178653427|178653508:178653621|178653702:178653817|178653898:178654012|178654096:178654208|178654292:178654445|178654535:178654745|178654829:178654912|178654996:178657498|178657582:178657687|178657768:178657881|178657962:178658077|178658158:178658272|178658356:178658468|178658552:178658705|178658795:178659005|178659089:178659172|178659256:178661759|178661843:178661948|178662029:178662142|178662223:178662338|178662419:178662533|178662617:178662729|178662813:178662966|178663056:178663266|178663350:178663433|178663517:178663627|178663711:178663819|178663903:178664015|178664099:178664460|178664538:178664654|178664738:178664852|178664927:178665377|178665461:178665708|178665792:178666824|178666902:178667236|178667320:178667442|178667526:178667638|178667722:178669373|178669448:178669592|178669676:178670218|178670296:178671090|178671171:178671971|178672268:178672407|178672482:178672635|178672704:178673633|178646031:178649817|178652542:178659005|178659256:178662966|178663056:178670218|178652542:178654745|178654996:178658705|178658795:178670218 ENSP00000467141|ENSP00000343764|ENSP00000465570 ENSP00000401501 20 66 1890 5691
67695 ENSG00000155657 TTN 2 - 16 17 178642318:178673633 178642318:178644548|178644617:178645920|178646031:178646485|178646560:178647064|178647145:178647381|178647465:178649248|178649332:178649554|178649632:178649817|178649895:178650164|178650272:178650751|178650835:178651243|178651321:178651453|178651537:178651666|178651750:178651884|178651968:178652096|178652180:178652264|178652348:178652458|178652542:178652653|178652737:178652848|178652932:178653041|178653125:178653238|178653322:178653427|178653508:178653621|178653702:178653817|178653898:178654012|178654096:178654208|178654292:178654445|178654535:178654745|178654829:178654912|178654996:178657498|178657582:178657687|178657768:178657881|178657962:178658077|178658158:178658272|178658356:178658468|178658552:178658705|178658795:178659005|178659089:178659172|178659256:178661759|178661843:178661948|178662029:178662142|178662223:178662338|178662419:178662533|178662617:178662729|178662813:178662966|178663056:178663266|178663350:178663433|178663517:178663627|178663711:178663819|178663903:178664015|178664099:178664460|178664538:178664654|178664738:178664852|178664927:178665377|178665461:178665708|178665792:178666824|178666902:178667236|178667320:178667442|178667526:178667638|178667722:178669373|178669448:178669592|178669676:178670218|178670296:178671090|178671171:178671971|178672268:178672407|178672482:178672635|178672704:178673633|178646031:178649817|178652542:178659005|178659256:178662966|178663056:178670218|178652542:178654745|178654996:178658705|178658795:178670218 ENSP00000467141|ENSP00000343764|ENSP00000465570|ENSP00000483597 ENSP00000401501 20 66 1890 5691
24275 ENSG00000163386 NBPF10 1 + 7 0 145319797:145367714 145319797:145320511|145320620:145321230|145321403:145322124|145322176:145322772|145322945:145323654|145323706:145324348|145324521:145325235|145325344:145325952|145326125:145326846|145326898:145327493|145327666:145328375|145328433:145329079|145329252:145329966|145330075:145330683|145330856:145331575|145331627:145332223|145332396:145333105|145333157:145333797|145333970:145334684|145334793:145335389|145335562:145336281|145336333:145336929|145337102:145337811|145337863:145338517|145338690:145339404|145339513:145340109|145340282:145341001|145341053:145341649|145341822:145342531|145342583:145343241|145343414:145344128|145344237:145344833|145345006:145345725|145345777:145346373|145346546:145347255|145347307:145347965|145348138:145348852|145348961:145349563|145349736:145350455|145350507:145351103|145351276:145351985|145352037:145352685|145352858:145353572|145353681:145354295|145354468:145355187|145355239:145355837|145356010:145356719|145356771:145357417|145357590:145358304|145358413:145359015|145359188:145359907|145359959:145360555|145360728:145361449|145361501:145362097|145362270:145362979|145363031:145363679|145363852:145364566|145364675:145365287|145365460:145366179|145366231:145366827|145367000:145367714 ENSP00000345684 ENSP00000358345 60 60 7326 7326
70078 ENSG00000164199 ADGRV1 5 + 16 37 90676210:90985344 90676210:90679549|90679630:90681315|90681455:90683586|90684196:90685780|90685996:90689861|90690077:90690797|90691042:90692605|90692787:90693890|90694702:90696937|90697147:90703665|90703796:90704389|90704489:90705400|90705580:90706231|90706395:90708816|90708910:90710981|90711060:90711184|90711323:90712287|90712429:90716467|90716730:90720048|90720224:90720935|90721060:90724832|90724990:90725086|90725233:90725549|90725657:90728669|90728934:90729642|90729765:90745046|90745266:90745591|90745796:90750551|90750698:90753574|90753830:90754983|90755186:90756454|90756631:90756979|90757162:90759409|90759589:90763305|90763470:90774186|90774304:90776453|90776577:90777905|90778044:90778427|90778610:90778865|90779098:90781430|90781579:90783124|90783326:90783838|90784058:90788071|90788311:90789702|90789852:90790873|90791347:90802739|90802883:90805284|90805459:90807602|90807738:90810233|90811339:90815619|90815737:90823425|90823597:90828944|90829187:90840578|90840986:90848637|90848822:90853284|90853534:90854062|90854202:90855741|90855902:90863757|90863858:90965415|90965532:90985344 ENSP00000384582 ENSP00000491057 59 59 12530 12530
82175 ENSMUSG00000051747 Ttn 2 - 20 20 76818817:76847388 76818817:76831788|76831875:76847388|76818817:76826447|76826543:76826995|76827079:76831788|76818817:76821116|76821185:76822451|76822565:76826075|76826153:76826447|76827079:76827483|76827561:76827692|76827767:76827885|76827969:76828101|76828188:76828319|76828403:76828680|76828764:76828873|76828957:76832101|76832185:76832463|76832547:76832656|76832722:76839405|76839483:76840233|76840314:76841090|76841390:76841534|76841627:76841768|76841837:76842771|76842849:76843376|76843493:76844205|76844280:76845022|76845097:76846626|76846917:76847113|76847197:76847388|76828403:76828486|76828570:76828680|76828957:76829067|76829151:76829247|76829331:76829654|76829738:76829844|76829910:76830025|76830106:76830592|76830673:76830784|76830850:76832101|76832185:76832268|76832352:76832656|76832740:76833030|76833114:76833223|76833307:76833641|76833719:76838812|76838896:76839405|76841606:76841768|76822565:76822898|76822973:76823932|76824013:76824225|76824309:76825507|76825591:76825799|76825877:76826075|76830106:76830216|76830297:76830409|76830481:76830592|76830850:76830976|76831057:76831167|76831248:76831360|76831444:76831788|76831875:76832101|76832352:76832463|76832740:76832850|76832934:76833030|76833719:76833835|76833922:76834813|76834897:76835937|76836015:76836335|76836419:76836539|76836623:76836733|76836814:76838569|76838644:76838812|76845097:76846236|76846314:76846626 ENSMUSP00000115190|ENSMUSP00000117447|ENSMUSP00000118602|ENSMUSP00000107513|ENSMUSP00000116594|ENSMUSP00000097561|ENSMUSP00000121095|ENSMUSP00000107477 ENSMUSP00000118492 1 59 87 5256
780 ENSG00000162825.16 NBPF20 chr1 - 5 5 145291770:145336814 145291770:145292381|145292490:145293204|145293377:145294021|145294073:145294782|145294955:145295567|145295619:145296338|145296511:145297139|145297248:145297962|145298135:145298787|145298839:145299548|145299721:145300329|145300381:145301100|145301193:145302817|145302897:145303533|145303585:145304294|145304467:145305070|145305179:145305893|145306066:145306716|145306768:145307477|145307650:145308253|145308362:145309076|145309249:145309897|145309949:145310658|145310831:145311437|145311489:145312208|145312381:145313009|145313118:145313832|145314005:145314665|145314717:145315426|145315599:145316207|145316259:145316978|145317151:145317781|145317890:145318604|145318777:145319435|145319487:145320196|145320369:145320969|145321021:145321740|145321913:145322543|145322652:145323366|145323539:145324185|145324237:145324946|145325119:145325719|145325771:145326490|145326663:145327291|145327400:145328114|145328287:145328945|145328997:145329706|145329879:145330486|145330538:145331257|145331430:145332058|145332167:145332881|145333054:145333698|145333750:145334459|145334632:145335242|145335294:145336013|145336186:145336814|145301273:145301901|145302010:145302724 ENSP00000479291.1|ENSP00000358380.6 ENSP00000471335.4 55 56 6588 6870
50285 ENSG00000162825 NBPF20 1 - 5 5 145291770:145336814 145291770:145292381|145292490:145293204|145293377:145294021|145294073:145294782|145294955:145295567|145295619:145296338|145296511:145297139|145297248:145297962|145298135:145298787|145298839:145299548|145299721:145300329|145300381:145301100|145301193:145302817|145302897:145303533|145303585:145304294|145304467:145305070|145305179:145305893|145306066:145306716|145306768:145307477|145307650:145308253|145308362:145309076|145309249:145309897|145309949:145310658|145310831:145311437|145311489:145312208|145312381:145313009|145313118:145313832|145314005:145314665|145314717:145315426|145315599:145316207|145316259:145316978|145317151:145317781|145317890:145318604|145318777:145319435|145319487:145320196|145320369:145320969|145321021:145321740|145321913:145322543|145322652:145323366|145323539:145324185|145324237:145324946|145325119:145325719|145325771:145326490|145326663:145327291|145327400:145328114|145328287:145328945|145328997:145329706|145329879:145330486|145330538:145331257|145331430:145332058|145332167:145332881|145333054:145333698|145333750:145334459|145334632:145335242|145335294:145336013|145336186:145336814|145301273:145301901|145302010:145302724 ENSP00000479291|ENSP00000358380 ENSP00000471335 55 56 6588 6870
66225 ENSG00000162825 NBPF20 1 - 5 5 145291770:145336814 145291770:145292381|145292490:145293204|145293377:145294021|145294073:145294782|145294955:145295567|145295619:145296338|145296511:145297139|145297248:145297962|145298135:145298787|145298839:145299548|145299721:145300329|145300381:145301100|145301193:145302817|145302897:145303533|145303585:145304294|145304467:145305070|145305179:145305893|145306066:145306716|145306768:145307477|145307650:145308253|145308362:145309076|145309249:145309897|145309949:145310658|145310831:145311437|145311489:145312208|145312381:145313009|145313118:145313832|145314005:145314665|145314717:145315426|145315599:145316207|145316259:145316978|145317151:145317781|145317890:145318604|145318777:145319435|145319487:145320196|145320369:145320969|145321021:145321740|145321913:145322543|145322652:145323366|145323539:145324185|145324237:145324946|145325119:145325719|145325771:145326490|145326663:145327291|145327400:145328114|145328287:145328945|145328997:145329706|145329879:145330486|145330538:145331257|145331430:145332058|145332167:145332881|145333054:145333698|145333750:145334459|145334632:145335242|145335294:145336013|145336186:145336814|145301273:145301901|145302010:145302724 ENSP00000479291|ENSP00000358380 ENSP00000471335 55 56 6588 6870
24269 ENSG00000163386 NBPF10 1 + 7 0 145311155:145354295 145311155:145313334|145313507:145314216|145314268:145314904|145315077:145315791|145315900:145316512|145316685:145317406|145317458:145318054|145318227:145318936|145318988:145319624|145319797:145320511|145320620:145321230|145321403:145322124|145322176:145322772|145322945:145323654|145323706:145324348|145324521:145325235|145325344:145325952|145326125:145326846|145326898:145327493|145327666:145328375|145328433:145329079|145329252:145329966|145330075:145330683|145330856:145331575|145331627:145332223|145332396:145333105|145333157:145333797|145333970:145334684|145334793:145335389|145335562:145336281|145336333:145336929|145337102:145337811|145337863:145338517|145338690:145339404|145339513:145340109|145340282:145341001|145341053:145341649|145341822:145342531|145342583:145343241|145343414:145344128|145344237:145344833|145345006:145345725|145345777:145346373|145346546:145347255|145347307:145347965|145348138:145348852|145348961:145349563|145349736:145350455|145350507:145351103|145351276:145351985|145352037:145352685|145352858:145353572|145353681:145354295 ENSP00000345684 ENSP00000414194 52 52 6369 6369
24294 ENSG00000186275 NBPF12 1 + 10 0 146420192:146462011 146420192:146420911|146420963:146421559|146421732:146422441|146422493:146423163|146423336:146424050|146424159:146424784|146424957:146425676|146425728:146426324|146426497:146427206|146427258:146427928|146428101:146428815|146428924:146429549|146429722:146430441|146430493:146431089|146431262:146431971|146432023:146432693|146432866:146433580|146433689:146434314|146434487:146435206|146435258:146435854|146436027:146436736|146436788:146437458|146437631:146438345|146438454:146439079|146439252:146439971|146440023:146440619|146440792:146441506|146441558:146442154|146442327:146443046|146443098:146443693|146443866:146444575|146444627:146445299|146445472:146446186|146446238:146446834|146447007:146447726|146447778:146448374|146448547:146449256|146449308:146449978|146450151:146450865|146450974:146451599|146451772:146452491|146452543:146453138|146453311:146454020|146454072:146454738|146454911:146455625|146455734:146456359|146456532:146457251|146457303:146457898|146458071:146458780|146458832:146459498|146459671:146460385|146460494:146461119|146461292:146462011 ENSP00000391116 ENSP00000407570 52 52 6249 6249
32867 ENSG00000163386 NBPF10 1 + 7 7 145311155:145354295 145311155:145344833|145345006:145345725|145345777:145346373|145346546:145347255|145347307:145347965|145348138:145348852|145348961:145349563|145349736:145350455|145350507:145354295|145311155:145313334|145313507:145314216|145314268:145314904|145315077:145315791|145315900:145316512|145316685:145317406|145317458:145318054|145318227:145318936|145318988:145319624|145319797:145320511|145320620:145321230|145321403:145322124|145322176:145322772|145322945:145323654|145323706:145324348|145324521:145325235|145325344:145325952|145326125:145326846|145326898:145327493|145327666:145328375|145328433:145329079|145329252:145329966|145330075:145330683|145330856:145331575|145331627:145332223|145332396:145333105|145333157:145333797|145333970:145334684|145334793:145335389|145335562:145336281|145336333:145336929|145337102:145337811|145337863:145338517|145338690:145339404|145339513:145340109|145340282:145341001|145341053:145341649|145341822:145342531|145342583:145343241|145343414:145344128|145344237:145344833|145350507:145351103|145351276:145351985|145352037:145352685|145352858:145353572|145353681:145354295 ENSP00000474856|ENSP00000345684 ENSP00000358345 8 52 957 6369
32888 ENSG00000186275 NBPF12 1 + 10 10 146420192:146462011 146420192:146420911|146420963:146421559|146421732:146422441|146422493:146423163|146423336:146424050|146424159:146424784|146424957:146425676|146425728:146426324|146426497:146427206|146427258:146427928|146428101:146428815|146428924:146429549|146429722:146430441|146430493:146431089|146431262:146431971|146432023:146432693|146432866:146433580|146433689:146434314|146434487:146435206|146435258:146435854|146436027:146436736|146436788:146437458|146437631:146438345|146438454:146439079|146439252:146439971|146440023:146440619|146440792:146441506|146441558:146442154|146442327:146443046|146443098:146443693|146443866:146444575|146444627:146445299|146445472:146446186|146446238:146446834|146447007:146447726|146447778:146448374|146448547:146449256|146449308:146449978|146450151:146450865|146450974:146451599|146451772:146452491|146452543:146453138|146453311:146454020|146454072:146454738|146454911:146455625|146455734:146456359|146456532:146457251|146457303:146457898|146458071:146458780|146458832:146459498|146459671:146460385|146460494:146461119|146461292:146462011 ENSP00000391116 ENSP00000407570 52 52 6249 6249
801 ENSG00000271425.6 NBPF10 chr1 - 7 7 146066562:146103401 146066562:146093957|146094066:146094780|146094953:146095603|146095655:146096364|146096537:146097133|146097185:146097904|146098077:146101855|146101907:146102626|146102799:146103401|146066562:146067180|146067289:146068003|146068176:146068772|146068824:146069543|146069716:146070324|146070433:146071147|146071320:146071968|146072020:146072729|146072902:146073500|146073552:146074271|146074444:146075046|146075155:146075869|146076042:146076706|146076758:146077467|146077640:146078236|146078288:146079007|146079180:146079782|146079891:146080605|146080778:146081436|146081488:146082197|146082370:146082966|146083018:146083737|146083910:146084518|146084627:146085341|146085514:146086164|146086216:146086924|146087097:146087693|146087745:146088464|146088637:146089239|146089348:146090062|146090235:146090881|146090933:146091642|146091815:146092411|146092463:146093182|146093355:146093957|146098077:146098679|146098788:146099502|146099675:146100325|146100377:146101086|146101259:146101855 ENSP00000478670.1|ENSP00000463957.6 ENSP00000479934.1 8 46 957 5631
